"city","lat","lng","country"
"Kirkwall","58.9670","-2.9500","United Kingdom"
"Seven Corners","38.8658","-77.1445","United States"
"Greenbriar","38.8717","-77.3970","United States"
"Haledon","40.9363","-74.1887","United States"
"Evinayong","1.4500","10.5667","Equatorial Guinea"
"New Square","41.1410","-74.0294","United States"
"Katakwi","1.8911","33.9661","Uganda"
"Aleg","17.0580","-13.9090","Mauritania"
"Dormont","40.3941","-80.0377","United States"
"Four Corners","39.0236","-77.0102","United States"
"Brokopondo","5.0404","-55.0200","Suriname"
"Garden City Park","40.7436","-73.6639","United States"
"North Bay Village","25.8487","-80.1535","United States"
"Cheviot","39.1578","-84.6138","United States"
"Temple Hills","38.8106","-76.9495","United States"
"Yeghegnadzor","39.7611","45.3333","Armenia"
"Bellevue","40.4945","-80.0550","United States"
"Mount Rainier","38.9423","-76.9645","United States"
"N’dalatando","-9.2995","14.9100","Angola"
"West Miami","25.7578","-80.2969","United States"
"Maplewood","38.6121","-90.3240","United States"
"Ewa Villages","21.3418","-158.0390","United States"
"Caldwell","40.8390","-74.2776","United States"
"Sabana Seca","18.4273","-66.1809","Puerto Rico"
"Uliastay","47.7500","96.8167","Mongolia"
"Conshohocken","40.0772","-75.3035","United States"
"Rio Bravo","27.3648","-99.4820","United States"
"San Lorenzo","18.1894","-65.9674","Puerto Rico"
"Riverside","40.0358","-74.9564","United States"
"Broadview Park","26.0979","-80.2088","United States"
"Illizi","26.4834","8.4666","Algeria"
"Sen Monorom","12.4500","107.2000","Cambodia"
"August","37.9796","-121.2625","United States"
"Gracias","14.5833","-88.5833","Honduras"
"Port Maria","18.3770","-76.9000","Jamaica"
"San Juan Bautista","-26.6800","-57.1500","Paraguay"
"Wilson","40.6844","-75.2407","United States"
"Fanwood","40.6417","-74.3857","United States"
"Falmouth","18.4796","-77.6560","Jamaica"
"Grandview Heights","39.9793","-83.0409","United States"
"Calumet Park","41.6650","-87.6578","United States"
"Punta Gorda","16.1003","-88.8100","Belize"
"Luquillo","18.3735","-65.7218","Puerto Rico"
"Gurabo","18.2529","-65.9786","Puerto Rico"
"Glen Ridge","40.8041","-74.2043","United States"
"Hillcrest","41.1298","-74.0350","United States"
"Castillos","-34.1696","-53.8300","Uruguay"
"Glenside","40.1032","-75.1517","United States"
"Bentiu","9.2333","29.8333","South Sudan"
"Holtville","32.8129","-115.3779","United States"
"Roatán","16.3300","-86.5190","Honduras"
"Park City","42.3522","-87.8915","United States"
"Montpelier","44.2658","-72.5717","United States"
"Stans","46.9500","8.3833","Switzerland"
"Waikele","21.4025","-158.0058","United States"
"Alondra Park","33.8885","-118.3350","United States"
"Hatboro","40.1775","-75.1054","United States"
"Dunellen","40.5903","-74.4656","United States"
"Maḩmūd-e Rāqī","35.0167","69.3333","Afghanistan"
"Guadalupe","34.9608","-120.5735","United States"
"Williston Park","40.7587","-73.6465","United States"
"Juncos","18.2264","-65.9163","Puerto Rico"
"Baldwin Harbor","40.6296","-73.6025","United States"
"Goranboy","40.6103","46.7897","Azerbaijan"
"Boyes Hot Springs","38.3126","-122.4888","United States"
"Twin Rivers","40.2630","-74.4917","United States"
"East Franklin","40.4933","-74.4711","United States"
"Sorø","55.4330","11.5667","Denmark"
"Glenolden","39.8996","-75.2920","United States"
"Orland Hills","41.5905","-87.8413","United States"
"Nyack","41.0919","-73.9143","United States"
"Ridley Park","39.8785","-75.3251","United States"
"West Samoset","27.4703","-82.5552","United States"
"Great Neck Plaza","40.7869","-73.7261","United States"
"Pelham","40.9117","-73.8075","United States"
"Souderton","40.3110","-75.3223","United States"
"South Monrovia Island","34.1234","-117.9958","United States"
"Las Piedras","18.1785","-65.8708","Puerto Rico"
"Lascano","-33.6696","-54.2000","Uruguay"
"San Isidro","18.3919","-65.8853","Puerto Rico"
"South Valley Stream","40.6557","-73.7186","United States"
"Nakasongola","1.3089","32.4564","Uganda"
"Yabucoa","18.0469","-65.8792","Puerto Rico"
"Oğuz","41.0708","47.4583","Azerbaijan"
"Forest Glen","39.0191","-77.0445","United States"
"Rosário","-2.9400","-44.2600","Brazil"
"Farim","12.4930","-15.2270","Guinea-Bissau"
"Lakeview","40.6775","-73.6493","United States"
"Cedarhurst","40.6252","-73.7278","United States"
"Magugpo Poblacion","7.3821","125.8017","Philippines"
"Notre Dame","41.7012","-86.2379","United States"
"Manorhaven","40.8399","-73.7127","United States"
"Clifton Heights","39.9301","-75.2958","United States"
"Castroville","36.7650","-121.7535","United States"
"Tuckahoe","40.9530","-73.8230","United States"
"Folcroft","39.8891","-75.2770","United States"
"West View","40.5182","-80.0333","United States"
"Lerwick","60.1500","-1.1500","United Kingdom"
"Cankuzo","-3.1667","30.5167","Burundi"
"Mongomo","1.6337","11.3166","Equatorial Guinea"
"Bronxville","40.9394","-73.8263","United States"
"Lauderdale-by-the-Sea","26.1990","-80.0972","United States"
"Guadalupe","33.3664","-111.9633","United States"
"Ambler","40.1565","-75.2215","United States"
"Prospect Park","39.8858","-75.3074","United States"
"Contra Costa Centre","37.9261","-122.0539","United States"
"Pleasure Point","36.9618","-121.9715","United States"
"San Carlos","10.5504","123.3800","Philippines"
"Ban Houayxay","20.2775","100.4128","Laos"
"Ghanzi","-21.6996","21.6400","Botswana"
"Kingston Estates","39.9188","-74.9898","United States"
"Lucea","18.4430","-78.1790","Jamaica"
"Hewlett","40.6422","-73.6942","United States"
"Diekirch","49.8833","6.1667","Luxembourg"
"Binghamton University","42.0893","-75.9684","United States"
"Saranap","37.8878","-122.0761","United States"
"Glenarden","38.9293","-76.8576","United States"
"Kennett Square","39.8438","-75.7113","United States"
"Larchmont","40.9258","-73.7529","United States"
"Gizo","-8.0996","156.8350","Solomon Islands"
"Siteki","-26.4550","31.9520","Swaziland"
"Iqaluit","63.7505","-68.5002","Canada"
"Naples Manor","26.0892","-81.7254","United States"
"Cameron Park","25.9705","-97.4775","United States"
"Kirundo","-2.5847","30.0972","Burundi"
"Fruitridge Pocket","38.5326","-121.4558","United States"
"Jamesburg","40.3494","-74.4400","United States"
"Puerto Real","18.0763","-67.1861","Puerto Rico"
"Elsmere","39.7385","-75.5946","United States"
"Santa Isabel","17.9687","-66.4049","Puerto Rico"
"Puerto Baquerizo Moreno","-0.9000","-89.6000","Ecuador"
"District Heights","38.8588","-76.8885","United States"
"Bay Harbor Islands","25.8878","-80.1335","United States"
"Phôngsali","21.6833","102.1000","Laos"
"Prospect Park","40.9380","-74.1736","United States"
"Campanilla","18.4229","-66.2382","Puerto Rico"
"McKees Rocks","40.4688","-80.0630","United States"
"Arroyo","17.9706","-66.0609","Puerto Rico"
"Monaghan","54.2500","-6.9667","Ireland"
"Mitú","1.1983","-70.1736","Colombia"
"Norwood","39.8864","-75.2964","United States"
"Meadow Lake","54.1301","-108.4347","Canada"
"Cutler","36.5263","-119.2883","United States"
"Surfside","25.8787","-80.1250","United States"
"Mayflower Village","34.1159","-118.0096","United States"
"Plymouth","41.2404","-75.9505","United States"
"Lorengau","-2.0320","147.2800","Papua New Guinea"
"New Brighton","40.7355","-80.3091","United States"
"Bellevue","39.1011","-84.4776","United States"
"Ceiba","18.2650","-65.6487","Puerto Rico"
"Penn Wynne","39.9867","-75.2715","United States"
"Roseland","38.4178","-122.7298","United States"
"Lewisburg","40.9642","-76.8901","United States"
"Sharon Hill","39.9075","-75.2678","United States"
"Naval Academy","38.9859","-76.4880","United States"
"Belmar","40.1798","-74.0255","United States"
"Glarus","47.0500","9.0667","Switzerland"
"Deer Park","39.2036","-84.3975","United States"
"Rochelle Park","40.9069","-74.0791","United States"
"Mount Carmel","40.7959","-76.4120","United States"
"Appenzell","47.3333","9.4167","Switzerland"
"Kerema","-7.9270","145.8380","Papua New Guinea"
"Añasco","18.2860","-67.1411","Puerto Rico"
"South Tucson","32.1955","-110.9692","United States"
"Palm Springs North","25.9351","-80.3339","United States"
"Paradise Hills","35.1982","-106.7024","United States"
"Kensington","37.9084","-122.2805","United States"
"Twin Lakes","36.9646","-121.9896","United States"
"Shaw Heights","39.8566","-105.0390","United States"
"Salavan","15.7160","106.4270","Laos"
"Caazapá","-26.2000","-56.3800","Paraguay"
"Waipio Acres","21.4689","-158.0173","United States"
"Bret Harte","37.6021","-121.0045","United States"
"Media","39.9198","-75.3888","United States"
"Kaser","41.1213","-74.0685","United States"
"Peñuelas","18.0595","-66.7207","Puerto Rico"
"Highwood","42.2060","-87.8129","United States"
"La Esperanza","14.3330","-88.1667","Honduras"
"Edgewater","39.7507","-105.0626","United States"
"South Highpoint","27.9087","-82.7162","United States"
"Albertson","40.7715","-73.6482","United States"
"Shillington","40.3029","-75.9670","United States"
"White City","40.5666","-111.8636","United States"
"Sisimiut","66.9500","-53.6666","Greenland"
"Turtle Creek","40.4085","-79.8214","United States"
"Kibale","0.8000","31.0667","Uganda"
"Kalangala","-0.3089","32.2250","Uganda"
"Tara Hills","37.9939","-122.3188","United States"
"Glendale","39.7036","-104.9352","United States"
"Vadsø","70.0966","29.7657","Norway"
"Mechanicville","42.9037","-73.6895","United States"
"Mattawa","46.7364","-119.9019","United States"
"South Pasadena","27.7526","-82.7394","United States"
"Teyateyaneng","-29.1530","27.7530","Lesotho"
"Hartsdale","41.0153","-73.8036","United States"
"Broadmoor","37.6914","-122.4811","United States"
"Kenneth City","27.8155","-82.7162","United States"
"Salinas","17.9779","-66.2961","Puerto Rico"
"Friendship Heights Village","38.9633","-77.0900","United States"
"Santa Bárbara","18.3951","-65.9176","Puerto Rico"
"Wangdue Phodrang","27.4333","89.9167","Bhutan"
"Punakha","27.6333","89.8333","Bhutan"
"Nieuw Amsterdam","5.9100","-55.0700","Suriname"
"Ros Comáin","53.6333","-8.1833","Ireland"
"Opuwo","-18.0596","13.8200","Namibia"
"Puerto Lempira","15.2620","-83.7716","Honduras"
"Klaksvík","62.2375","-6.5390","Faroe Islands"
"Aqtaū","43.6232","51.2365","Kazakhstan"
"Ilulissat","69.2167","-51.1000","Greenland"
"Al Qunayţirah","33.1257","35.8236","Syria"
"Attapu","14.8080","106.8390","Laos"
"Black River","18.0310","-77.8520","Jamaica"
"Bensonville","6.4333","-10.6000","Liberia"
"Xinguara","-7.1006","-49.9480","Brazil"
"Grevenmacher","49.7000","6.3333","Luxembourg"
"Wabag","-5.4900","143.7180","Papua New Guinea"
"Esperanza","27.5800","-109.9300","Mexico"
"Janjanbureh","13.5510","-14.7670","Gambia, The"
"Kaberamaido","1.7389","33.1594","Uganda"
"Bol","13.4590","14.7147","Chad"
"Hartford","43.6210","-96.9424","United States"
"Louang Namtha","20.9500","101.4167","Laos"
"Qaqortoq","60.7289","-46.0364","Greenland"
"Groningen","5.7970","-55.4810","Suriname"
"Qal‘ah-ye Now","34.9830","63.1333","Afghanistan"
"Mandalgovĭ","45.7500","106.2660","Mongolia"
"Mabaruma","8.2000","-59.7800","Guyana"
"Kerewan","13.4940","-16.0950","Gambia, The"
"Barclayville","4.8000","-8.1667","Liberia"
"Cestos City","5.4650","-9.5780","Liberia"
"Garoowe","8.4000","48.5000","Somalia"
"Fuerte Olimpo","-21.0696","-57.9000","Paraguay"
"Yuscarán","13.9440","-86.8510","Honduras"
"Onverwacht","5.6000","-55.2000","Suriname"
"Dover","40.0033","-76.8484","United States"
"Marka","1.7766","44.8533","Somalia"
"La Palma","8.3982","-78.1402","Panama"
"Al Bayḑā’","32.7604","21.6200","Libya"
"Totness","5.8904","-56.3200","Suriname"
"Xuddur","4.1833","43.8667","Somalia"
"Chiradzulu","-15.7000","35.1833","Malawi"
"Geita","-2.8662","32.1666","Tanzania"
"Bu’aale","1.0833","42.5833","Somalia"
"Aioun","16.6666","-9.6167","Mauritania"
"Machinga","-14.9667","35.5167","Malawi"
"Kaabong","3.5204","34.1200","Uganda"
"Fulin","29.3500","102.7167","China"
"Soroti","1.7104","33.6000","Uganda"
"Lata","-10.7380","165.8567","Solomon Islands"
"Sélibaby","15.1670","-12.1833","Mauritania"
"Fada","17.1847","21.5902","Chad"
"Dhuusamarreeb","5.7420","46.5080","Somalia"
"Moroto","2.5403","34.6400","Uganda"
"Akjoujt","19.7470","-14.3910","Mauritania"
"Lethem","3.3900","-59.8000","Guyana"
"Waitangi","-44.0263","-176.3696","New Zealand"
"Kenge","-4.8296","16.8999","Congo (Kinshasa)"
"Gingoog","8.8304","125.1300","Philippines"
"Gaigirgordub","9.5417","-78.9720","Panama"
"Antipolo","14.5886","121.1757","Philippines"
"Navotas","14.6477","120.9591","Philippines"
"Mandaluyong City","14.5832","121.0409","Philippines"
"Mandaue City","10.3237","123.9436","Philippines"
"Pasig City","14.5604","121.0812","Philippines"
"Un’goofaaru","5.6681","73.0302","Maldives"
"Banqiao","25.0143","121.4672","Taiwan"
"Caloocan City","14.6492","120.9826","Philippines"
"San Juan","14.6000","121.0333","Philippines"
"Valenzuela","14.6936","120.9656","Philippines"
"City of Parañaque","14.4978","120.9907","Philippines"
"Lucena","13.9348","121.6127","Philippines"
"Masbate","12.3687","123.6225","Philippines"
"Hackney","51.5500","-0.0500","United Kingdom"
"Tandag","9.0783","126.1986","Philippines"
"Camden Town","51.5457","-0.1403","United Kingdom"
"Islington","51.5333","-0.1000","United Kingdom"
"Kensington","51.5047","-0.1998","United Kingdom"
"Malabon","14.6691","120.9720","Philippines"
"Naifaru","5.4442","73.3662","Maldives"
"Hammersmith","51.5000","-0.2333","United Kingdom"
"East Ham","51.5333","0.0500","United Kingdom"
"Oroquieta","8.4859","123.8048","Philippines"
"Camberwell","51.4736","-0.0916","United Kingdom"
"Walthamstow","51.6000","-0.0333","United Kingdom"
"Đà Nẵng","16.0748","108.2240","Vietnam"
"Catarman","12.4989","124.6377","Philippines"
"City of Westminster","51.5000","-0.1167","United Kingdom"
"Lambeth","51.5000","-0.1167","United Kingdom"
"Catford","51.4500","-0.0167","United Kingdom"
"Hove","50.8333","-0.1833","United Kingdom"
"La Trinidad","16.4556","120.5903","Philippines"
"Marawi City","8.0034","124.2839","Philippines"
"Taguig City","14.5289","121.0723","Philippines"
"Northampton","52.2500","-0.8833","United Kingdom"
"Sliema","35.9125","14.5019","Malta"
"Lapu-Lapu City","10.3103","123.9494","Philippines"
"Ealing","51.4888","-0.3048","United Kingdom"
"Ikeja","6.5965","3.3421","Nigeria"
"Poplar","51.5000","-0.0167","United Kingdom"
"Balanga","14.6761","120.5361","Philippines"
"Santiago","16.6881","121.5472","Philippines"
"Dumaguete City","9.3070","123.3074","Philippines"
"Marikina City","14.6414","121.1118","Philippines"
"Santo Domingo Este","18.4885","-69.8571","Dominican Republic"
"Sorsogon","12.9708","124.0053","Philippines"
"Kalibo","11.7086","122.3648","Philippines"
"Ilford","51.5597","0.0708","United Kingdom"
"Wandsworth","51.4500","-0.2000","United Kingdom"
"Kidapawan","7.0083","125.0894","Philippines"
"Fgura","35.8703","14.5133","Malta"
"Birkirkara","35.8972","14.4611","Malta"
"Wood Green","51.6000","-0.1167","United Kingdom"
"Ħamrun","35.8847","14.4844","Malta"
"Koboko","3.4136","30.9599","Uganda"
"Enfield","51.6667","-0.0667","United Kingdom"
"Arafat","18.0583","-15.9621","Mauritania"
"San Jose","10.7450","121.9415","Philippines"
"Darlington","54.5333","-1.5667","United Kingdom"
"Daet","14.1122","122.9553","Philippines"
"Virac","13.5848","124.2374","Philippines"
"Senglea","35.8875","14.5169","Malta"
"Mahibadhoo","3.7571","72.9689","Maldives"
"South Shields","54.9878","-1.4214","United Kingdom"
"Rochester","51.3833","0.5167","United Kingdom"
"Eydhafushi","5.1038","73.0699","Maldives"
"Bắc Ninh","21.1861","106.0763","Vietnam"
"Maidstone","51.2667","0.5167","United Kingdom"
"Bayombong","16.4812","121.1497","Philippines"
"Tarxien","35.8658","14.5150","Malta"
"Jolo","6.0522","121.0022","Philippines"
"Bongao","5.0292","119.7731","Philippines"
"Piran","45.5278","13.5706","Slovenia"
"Morden","51.3982","-0.1984","United Kingdom"
"Barnsley","53.5500","-1.4833","United Kingdom"
"Ben Arous","36.7545","10.2217","Tunisia"
"Floriana","35.8958","14.5083","Malta"
"Grays","51.4833","0.3333","United Kingdom"
"Imsida","35.8925","14.4828","Malta"
"Wembley","51.5500","-0.2833","United Kingdom"
"Weston-super-Mare","51.3458","-2.9678","United Kingdom"
"Tevragh Zeina","18.0989","-15.9885","Mauritania"
"Santa Venera","35.8908","14.4742","Malta"
"Saitama","35.9000","139.6500","Japan"
"Ashton-under-Lyne","53.5000","-2.1000","United Kingdom"
"Pietà","35.8947","14.4950","Malta"
"Ta’ Xbiex","35.8992","14.4944","Malta"
"Newport","50.7000","-1.3000","United Kingdom"
"Croydon","51.3833","-0.1000","United Kingdom"
"Barri","51.4067","-3.2694","United Kingdom"
"Stretford","53.4500","-2.3167","United Kingdom"
"Ibb","13.9408","44.1773","Yemen"
"Kingston upon Thames","51.4167","-0.2833","United Kingdom"
"Hendon","51.6000","-0.2167","United Kingdom"
"Sutton","51.3500","-0.2000","United Kingdom"
"Doncaster","53.5333","-1.1167","United Kingdom"
"Romford","51.5833","0.2000","United Kingdom"
"Gżira","35.9058","14.4881","Malta"
"Calapan","13.4108","121.1797","Philippines"
"Manouba","36.8101","10.0956","Tunisia"
"Kanifing","13.4464","-16.6744","Gambia, The"
"South Bank","54.5667","-1.1500","United Kingdom"
"Tagum","7.4475","125.8094","Philippines"
"Muntinlupa City","14.4135","121.0263","Philippines"
"Kiambu","-1.1714","36.8356","Kenya"
"Worcester","52.2000","-2.2000","United Kingdom"
"Catbalogan","11.7753","124.8861","Philippines"
"Stockport","53.4000","-2.1500","United Kingdom"
"Paisley","55.8333","-4.4333","United Kingdom"
"Uppsala","59.8500","17.6333","Sweden"
